PhotoURL,PhotoCaption,PhotoDescription,ShortDescription,BlogURL,PhotoCredit,BlogTitle,PublishDate,Keywords
http://teacheratsea.files.wordpress.com/2014/05/norhtern-stone-crab.jpg,Can you name this creature? Hint: http://tinyurl.com/ljenjsm,"""The abundance and diversity of marine life in these waters is amazing. Depending on the ship’s location, and the depth of a trawl, one may see any number of different species on the sorting table. Bony fish, such as haddock, cod, red fish, dory, ocean pout, silver and red hake, winter flounder, four-spot flounder, longhorn sculpin and on and on. In deeper waters (around 200 meters), one is likely to see crustaceans such as lobsters, which can get really big! We also haul in scallops, shrimp, octopi, small sharks, such as dogfin and chain dog, a variety of sea stars, and squid."" - Chris Henricksen",Northern stone crab,http://teacheratsea.wordpress.com/2014/05/19/chris-henricksen-marine-life-is-amazing-may-14-2014/,Chris Henricksen,"Chris Henricksen: Marine Life is Amazing! May 14, 2014",5/26/2014,"Chris, Henricksen, Bigelow, bottom trawl, crab"
http://teacheratsea.files.wordpress.com/2011/07/cdf_0252-e1312151319552.jpg,It's a bird! It's a plane! It's a… fish? Check out the 'wings' on this flying fish!,"""The ocean can best be described as a patchy, dynamic environment. Some days we have traveled for hours and not seen a single animal but on days like yesterday, we saw so many animals our single data recorder was busy all day. Since the start of this cruise we have averaged about 30 sightings a days. Yesterday, we had 30 sightings in the first 30 minutes of observation and ended with over 115 sightings."" - Chris Faist. [Read more about flying fish here: http://teacheratsea.wordpress.com/2012/03/02/dave-grant-fast-flat-and-flying-fishes-march-1-2012/]",Flying Fish,http://teacheratsea.wordpress.com/2011/08/01/christopher-faist-beast-or-famine-july-30-2011/,Chris Faist,"Christopher Faist: Beast or Famine, July 30, 2011",5/19/2014,"flying fish, fish, Chris, Christopher, Faist, Henry, Bigelow, observation"
http://teacheratsea.files.wordpress.com/2014/04/tide-gauge-install-021.jpg,Do you know where the tide data GOES? This Geostationary Orbital Environmental Satellite (GOES) antenna transmits tide gauge data back to the mainland.,"""In hydrography, we gather data in seven steps, by determining: our position on Earth, depth of water, sound speed, tides, attitude (what the boat is doing), imagery and features. Step 1 is to determine where we are. In this picture you can see a GOES satellite antenna (square white one) that is used to transmit tide data ashore and a GPS antenna (the small white eggs shaped one) that provides the tide gauge with both position and UTC time."" - Denise Harrington","""In this picture you can see a GOES satellite antenna (square white one) that is used to transmit tide data ashore.""",http://teacheratsea.wordpress.com/2014/05/02/denise-harrington-the-best-day-ever-april-30-2013/,Barry Jackson,"Denise Harrington: The Best Day Ever, April 30, 2014",5/12/2014,"Denise, Harrington, satellite, GPS, GOES, survey, Rainier"
http://teacheratsea.files.wordpress.com/2014/04/richard-returns-from-a-dive.jpg,Thumbs up! Richard LaPalme returns safely to the surface after a successful dive.,"""In order to dive on a NOAA mission, divers must be NOAA Dive Certified. This is a lengthily process that includes having a minimum of 25 previous open water dives, completing NOAA diving coursework and passing a series of tests. NOAA has different classes of divers. There are scientific divers and working divers. Scientific divers can perform only scientific tasks including making observations and collecting data. Working divers can complete construction and troubleshooting tasks under the water."" - TAS Jamie Morris",Richard LaPalme returns safely to the surface after a successful dive.,http://teacheratsea.wordpress.com/2014/04/30/successful-dives-and-a-mystery-visitor/,Sarah Webb,"Jamie Morris: Successful Dives and a Mystery Visitor, April 27, 2014",5/5/2014,"Jamie, Morris, dive, thumbs up, sanctuary, Nancy, Foster"
http://teacheratsea.files.wordpress.com/2012/09/sargassum-camoflage.jpg,Can you spot the camouflaged crabs hiding in this sargassum sample?,"""Since setting out on Friday we’ve headed south along the Gulf coast of Texas almost to the Mexican border, and now we’re heading back north but farther offshore, in deeper water. As a result our trawls are pulling up a deep-water assemblage of species different from those we saw in shallower waters a few days ago. I’m enjoying my 12-hour shifts processing fish, shrimp and invertebrates on the Oregon II. Our noon-to-midnight watch is working well together and starting to bond. I’m seeing lots of very cool marine life that we’re hauling up from the bottom of the Gulf with our trawling net."" - Bruce Taterka","""Camouflage in the Sargassum. Can you spot the crabs?""",http://teacheratsea.wordpress.com/2010/07/07/bruce-taterka-july-7-2010/,Bruce Taterka,"Bruce Taterka: July 7, 2010",4/28/2014,"Bruce, Taterka, sargassum, crab, Oregon II, oil spill"
http://teacheratsea.files.wordpress.com/2011/08/blabk-footed-albatross-2.jpg,"During Earth Week, we celebrate our nation's wildlife and reflect on ways to protect it. One way is by designating National Marine Sanctuaries like Cordell Banks, off the coast of California, where this black-footed albatross was spotted.","""We documented 16 different species of birds including the Tufted Puffin, Cassin’s Auklet, Northern Fulmar, Pink-footed Shearwater, Sooty Shearwater, Western Gull, Heermann’s Gull, Fork-tailed Storm-Petrel, Ashy Storm-Petrel, Brown Pelican, Brandt’s Cormorant, Common Murre, Elegant Tern, Pigeon Guillemot, Red-necked Phalarope and Black-footed Albatross. (Sophie Webb, the ornithologist on board took these shots). Each of these animals are predators and some of them were found in the thousands out in the sanctuaries. What would be possible prey for all of these animals?"" - Elaine Bechler",Black-footed albatross,http://teacheratsea.wordpress.com/2011/08/12/elaine-a-survey-on-the-rv-fulmar-july-21-2011/,Sophie Webb,"Elaine Bechler: A Survey on the R/V Fulmar! July 21, 2011",4/21/2014,"black-footed, albatross, bird, Sophie, Webb, Elaine, Bechler, Fulmar, California"
http://teacheratsea.files.wordpress.com/2014/04/20140409_063238.jpg,"Veteran ""Scientist at Sea"" Jerry Prezioso ties a container to the end of a net for collecting plankton. Jerry has been sailing on NOAA ships since he was 18!","""Today’s science spotlight is about scientist Jerry Prezioso and the Bongo nets. Jerry is an Oceanographer who works at the NOAA Lab in Narragansett, R.I. Jerry primarily studies plankton distribution. He has been on many trips on NOAA ships since he was 18! Today Jerry taught me how to do a Bongo net sample that is used to collect plankton from the various water columns. At the top of the net there is a piece of equipment called a CTD (Conductivity Temperature & Depth Unit) that communicates with the computers in the lab on the ship. The scientists in the lab use that piece of equipment to detect how far down the net is going and when it is close to the bottom, as well as collect data on the water temperature and salinity."" - Kim Gogan","""Scientist Jerry Prezioso tying the bottom of the Bongo nets getting them really to be put in the water.""",http://teacheratsea.wordpress.com/2014/04/10/kimberly-gogan-a-ship-full-of-science-april-9-2014/,Kim Gogan,"Kimberly Gogan: A Ship Full of Science! April 9, 2014",4/14/2014,"Kim, Kimberly, Gogan, Gordon, Gunter, Jerry, Prezioso, scientist, bongo net"
http://teacheratsea.files.wordpress.com/2012/06/shark-sucker-sucker.jpg,What do Venetian blinds and 'shark suckers' have in common?,"""...It was a shark sucker (<i>Echeneis naucrates</i>). These are the fish you may have seen that hang on to sharks waiting for tasty tidbits to float by. They are always on the lookout for a free meal. One of the most interesting aspects of the shark sucker is that they have a suction device called laminae on top of their heads that looks a little like a grooved Venetian blind system. In order to attach to the shark (or other organism), they “open the blinds” and then close them creating a suction-like connection."" - Lesley Urasky","""Shark suckers have a suction device called laminae on top of their heads that looks a little like a grooved Venetian blind system.""",http://teacheratsea.wordpress.com/2012/06/22/lesley-urasky-smile-and-say-squid-june-20-2012/,Lesley Urasky,"Lesley Urasky: Smile and say, “Squid!”, June 20, 2012",4/7/2014,"Lesley, Urasky, shark, sucker, fish, Pisces, adaptation"
http://teacheratsea.files.wordpress.com/2011/08/100_2095.jpg,This tiny model ship is actually a navigation tool!,"""The first thing that must be determined is the direction and rate that the ship is being pushed by the seas... This is figured out by doing a drift test. The Officer on Deck (OOD) declutches the engine and allows the ship to drift for 5 minutes while monitoring which direction and how much the ship is pushed... the OOD wants to situate the ship so that the seas hit the Starboard side, pushing the ship to port and away from the line. For this, the Captain has a little bit of a trick. He puts a model ship in the middle of the 360 degree compass to visualize where the boat will drift. Talk about hands-on learning at its best!"" - Jenny Goldner","""[The Captain] puts a model ship in the middle of the 360 degree compass to visualize where the boat will drift.""",http://teacheratsea.wordpress.com/2011/08/22/jennifer-daftari-visit-on-the-bridge-and-in-the-lab-august-20-2011/,Jenny Goldner,"Jennifer Goldner: Visit on the Bridge and in the Lab, August 20, 2011",#,"Jenny, Goldner, Oregon, navigation, chart, course, ship, model"
http://teacheratsea.files.wordpress.com/2014/03/dolphins-1.jpg,"Can you spot the cookie-sized scar on this dolphin? There's a good chance it was
 made by a small, stealthy predator common in Hawaiian waters-- a cookie
 cutter shark!","""If you look closely at the photos, you can see round spots on the dolphins. Ali Bayless, our Marine Mammal Observation (MMO) Lead, believes these are cookie cutter shark bite marks. This is an indication that cookie cutter sharks live in this vicinity."" - Suz Acord","""If you look closely at the photos, you can see round spots on the dolphins.""",http://teacheratsea.wordpress.com/2014/03/22/suzanne-acord-round-the-clock-fun-and-learning-at-sea-march-21-2014/,Ali Bayless,"Suzanne Acord: Round the Clock Fun (and Learning) at Sea, March 21, 2014",3/31/2014,"Suzanne, Acord, Oscar, Elton, Sette, dolphin, cookie cutter shark, Hawaii"
http://teacheratsea.files.wordpress.com/2013/07/photo-5.jpg,"Today marks 25 years since the Exxon Valdez oil spill in Alaska. NOAA scientists research many ways clean up oil, and in this photo, students of TAS Julie Karre learn about the challenges of removing oil from water.","""Some of you may be wondering “What the heck is a Language Arts teacher doing on this science research cruise?” I have many passions and environmental science is one of them. Two years ago I began teaching a semester-long unit on human impact and climate change.Before winter break we finished up with looking at oil – what it is and where it comes from, drilling, and oil spills, even simulating an oil spill and clean up with pie plates filled with water, which I then poured vegetable oil into and challenged the students to clean up."" - Julie Karre","""Groups hard at work trying to clean up an oil spill (vegetable oil in water). They had pipettes, yarn, cotton balls, coffee filters, and their brains to figure it out!""",http://teacheratsea.wordpress.com/2013/07/15/julie-karre-im-going-out-to-sea-july-15-2013/,Julie Karre,"Julie Karre: I'm Going Out to Sea! July 15, 2013",3/24/2014,"Julie, Karre, Oregon, oil spill, students"
http://teacheratsea.files.wordpress.com/2013/08/p8180345.jpg,Happy St. Patrick's Day! Scientists Kristin and Cliff search for otoliths instead of gold at the end of this rainbow.,"""The boney fish that are caught are also weighed and measured. After the haul back, they are brought to the back of the ship to have otoliths removed and tissue samples taken. The otoliths are boney structures in the fish’s inner ear which are sensitive to gravity and acceleration. As the fish grows, each year a new layer is added to the otoliths – similar to tree rings. By examining the otoliths under a microscope its age can be determined. I was taught how to remove the otoliths, so now (given enough time – I need plenty) I can help process the fish."" - Liz Harrington","""Kristin and Cliff find otoliths at the end of the rainbow.""",http://teacheratsea.wordpress.com/2013/08/23/liz-harrington-the-temporary-lull-in-the-action-august-23-2013/,Liz Harrington,"Liz Harrington: The Temporary Lull in the Action, August 21, 2013",3/17/2014,"Liz, Harrington, Oregon, otolith, rainbow, dissect, St. Patrick's Day"
http://teacheratsea.files.wordpress.com/2014/02/clark-log-1b.jpg,Scientists survey the bottom of the ocean to identify a smooth path before deploying this large trawl net to sample bottomfish species.,"""At each target location, a trawling net will be deployed and dragged near the bottom of the sea for a 20 minute period at a speed of 3 knots. To drag the bottom without damaging the nets is not easy and there are five spare nets on board in case something goes wrong. To minimize the chance of damaging the net during a tow, the survey technicians use the wide beam sonar equipment to survey the bottom prior to deployment. Their goal is to identify a smooth path for the net to follow."" - John Clark","""At each target location, a trawling net will be deployed and dragged near the bottom of the sea for a 20 minute period at a speed of 3 knots.""",http://teacheratsea.wordpress.com/2013/09/24/john-clark-september-24-2013/,John Clark,"John Clark, September 24, 2013",3/10/2014,"John, Clark, Henry, Bigelow, trawl, net"
http://teacheratsea.files.wordpress.com/2010/06/hermitcrabs21.jpg,"--""Hey Steve. Are you planning on going to any of the parades tomorrow for Mardi Gras?"" --""No, I think I'll just stay home.""","""There are many more species in the areas than I have listed here; these are simply the ones that I found most interesting. There are several different types of bivalves, sea weeds, etc. Material about the species on this page came from several sources, including the Bigelow and Schroeder’s book referenced in the previous posting. Also, Kenneth Gosner’s A Field Guide to the Atlantic Seashore published by Houghton Mifflin Company in Boston, Ma, 1978. I also used Norman Mein-Koth’s Field Guide to North American Seashore Creatures published by Alfred A. Knopf in New York in 1990. Hermit Crabs (various species) move from shell to shell as they grow."" - Anne Byford","""Hermit Crabs (various species) move from shell to shell as they grow.",http://teacheratsea.wordpress.com/2010/06/15/anne-byford-june-15-2010/,Anne Byford,"Anny Byford, June 15, 2010",3/3/2014,"Anne, Byford, hermit crabs, mardi gras, Hugh R. Sharp"
http://teacheratsea.files.wordpress.com/2011/08/ocean-quahog-and-surfclam.jpg,Happy as a Clam! But what about a Quahog?,"""What is the difference between an Atlantic surfclam and an ocean quahog? Well, they are very similar! They are both bi-valve mollusks, which means that they have two shells covering a soft body. They both burrow into the sand so that only their siphon sticks out. Both of them filter their food, algae and plankton, through their siphon. One of the biggest differences between them is in the way that their shells connect, or hinge together. Another difference is their lifespan. The ocean quahog lives for more than 150 years and the Atlantic surfclam lives for approximately 30 years. Their size and shape are different too. Ocean quahogs are rounder than the Atlantic surfclams, which have a triangular shape. The Atlantic surfclam also grows larger than the ocean quahog."" - Jessie Soder","""What is the difference between an ocean quahog (left) and an Atlantic surfclam (right)?""",https://teacheratsea.wordpress.com/2011/08/15/jessie-soder-happy-as-a-clam-august-12-2011/,Jessie Soder,"Jessie Soder: Happy as a Clam, August 12, 2011",2/24/2014,"Jessie, Soder, quahog, clam, dredge, bivalve, mollusc, mollusk, Delaware"
http://teacheratsea.files.wordpress.com/2012/09/dwarf-frogfish-antennarius-radiosus.jpg,The frogfish uses its built-in lure to angle for prey. It's doubtful though this frog will lure a princess in for a kiss.,"""Since setting out on Friday we’ve headed south along the Gulf coast of Texas almost to the Mexican border, and now we’re heading back north but farther offshore, in deeper water. As a result our trawls are pulling up a deep-water assemblage of species different from those we saw in shallower waters a few days ago. I’m seeing lots of very cool marine life that we’re hauling up from the bottom of the Gulf with our trawling net. Here are just a few of the things I’ve seen in the past two days: Singlespot frogfish – Antennarius radiosus. Note the lure on its snout."" - Bruce Taterka","""Singlespot Frogfish, Antennarius radiosus. Note the lure on its snout.""",http://teacheratsea.wordpress.com/2010/07/07/bruce-taterka-july-7-2010/,Bruce Taterka,"Bruce Taterka, July 7, 2010",2/17/2014,"Bruce, Taterka, frogfish, frog, Oregon, Gulf of Mexico, trawl"
http://teacheratsea.files.wordpress.com/2013/07/img_1576.jpg,Valentine's Day is Friday. Having trouble finding flowers? Send this unique photo of Alaskan tundra flowers to your sweetheart.,"""During a rare break from the hustle and bustle of work and ship life, I joined several other people on an expedition to the beach to do some exploring and beach-combing on Bird Island. Hiking on the tundra was a fascinating experience. Aside from the mist-shroud, which has been with us for the past few days, walking on the tundra itself was unlike anything else I have experienced. The spring bed of mosses, shrubs, and small flowers make every step feel like two, but should you chance to fall down, it is an incredibly comfortable landing."" - Rosalind Echols",Some of the flowers we saw on our hike on the tundra.,http://teacheratsea.wordpress.com/2013/07/17/rosalind-echols-is-it-an-island-or-just-an-ink-blotch-july-16-2013/,Rosalind Echols,"Rosalind Echols: Is it an Island or Just an Inkblot? July 16, 2013",2/10/2014,"Rosalind, Echols, flowers, valentine, tundra, Rainier"
http://teacheratsea.files.wordpress.com/2012/02/image13.jpg,"Wait, the Olympic Games aren't being held at Olympic Coast National Marine Sanctuary? Don't tell the sea lions.","""The first part of mission is to conduct Multibeam mapping and to collect ground-truthings at the LaPush/Teahwhit areas of the Olympic Coast National Marine Sanctuary. Our first stop was off of Seal Rocks. We observed sea lions and many different seabirds."" - Karen Rasmussen",Sea lions on Seal Rocks.,http://teacheratsea.wordpress.com/2011/06/28/karen-rasmussen-june-28-2011/,Karen Rasmussen,"Karen Rasmussen: June 28, 2011",2/3/2014,"Karen, Rasmussen, Tatoosh, Sanctuary, sea lion, Olympic, Washington"
http://teacheratsea.files.wordpress.com/2014/01/listen_better2.jpg,TAS New Year's Resolution: Be a better listener.,"""Whales are social creatures with a remarkable ability to communicate with one another over long distances using sounds…. Given these vocalizations, it is possible to monitor the distribution and behavior of acoustically active marine animals using special recording units called “marine autonomous recording units” (MARUs). MARUs are little buoys designed to sit on the ocean floor and record all sounds within a certain range of frequencies. For the past few days, we have been zig-zagging and loopty-looping around Georges Bank to retrieve several of these MARUs."" - Alexandra Keenan [In this photo, bioacoustician Denise Risch sends a signal to the MARU; scientists then listen for the MARU's response.]","""Bioacoustician Denise Risch sends a signal to the MARU.""",http://teacheratsea.wordpress.com/2012/06/24/alexandra-keenan-singing-whales-june-23-2012/,Alexandra Keenan,"Alexandra Keenan: Singing Whales, June 23, 2012",1/27/2014,"Alexandra, Keenan, whale, acoustic, Henry, Bigelow, Risch"
http://teacheratsea.files.wordpress.com/2014/01/britta.jpg,TAS New Year's Resolution: Update the wardrobe.,"""Before we reached the first station, we conducted a few safety drills. The first was a fire drill and the second was an abandon ship drill. The purpose of these drills is to make sure we understand where to go (muster) in case of an emergency. For the abandon ship drill, we had to grab our survival suits and life preservers and muster on the back deck. The life rafts are stored one deck above and would be lowered to the fantail (rear deck of the ship) in the event of an actual emergency. After the drill I had to test out my survival suit to make sure I knew how to put it on correctly. They even found a size SMALL for me!"" - Britta Culbertson","""Britta models a survival <suit – they even found a size SMALL for her!",http://teacheratsea.wordpress.com/2013/09/09/britta-culbertson-hiding-out-during-rough-seas-september-6-2013/,Britta Culbertson,"Britta Culbertson: Hiding Out During Rough Seas, September 6, 2013",1/20/2014,"Britta, Culberston, Oscar, Dyson, survival, suit, resolution, new year"
http://teacheratsea.files.wordpress.com/2013/07/img_6236.jpg,TAS New Year's Resolution: Make new friends.,"""During the collection of our second series of traps we noticed that again we had a stowaway. A Common Octopus (Octopus vulgaris) had climbed aboard our trap and rode it all the way to the surface. Upon arrival to the ship, this orange speckled cephalopod decided to abandon the trap and hit the deck. Holy cow, it’s hard to pick up an octopus. Their tentacles go everywhere and their suction cups hold on to everything they come in contact with, including my arm. Once it grabbed my arm, our eyes made contact. This little guy was watching me. Maybe he was trying to figure out what exactly I was, or trying to figure out if I was going to eat him. Nonetheless, he was not letting go."" - Paul Ritter",Paul Ritter and an octopus.,http://teacheratsea.wordpress.com/2013/08/01/paul-ritter-they-are-watching-us-july-29-2013/,Paul Ritter,"Paul Ritter: They Are Watching Us, July 29, 2013",1/13/2014,"Paul, Ritter, Pisces, octopus, friends, resolution"
http://teacheratsea.files.wordpress.com/2013/06/bay-of-pillars-and-chatham-strait-057.jpg,TAS New Year's Resolution: Get excited about science!,"""Day after day, mile after mile, the NOAA survey teams explore the seas, quietly walking their own trail so that other explorers can more safely navigate their treks, as well. And every once in an inspired while, the hydrographer can be heard uttering a gleeful, “Aha!” about some insight discovered along the way. [Photo:] Some very exciting information during multi-beam surveying aboard the launch vessel surprises TAS Rob Ulmer and HAST Curran."" - Rob Ulmer","""Some very exciting information during multi-beam surveying aboard the launch vessel surprises TAS Rob Ulmer and HAST Curran.""",http://teacheratsea.wordpress.com/2013/06/25/robert-ulmer-june-22-2013-just-keep-walking/,Rob Ulmer,"Robert Ulmer: Just Keep Walking, June 22, 2013",1/6/2014,"Robert, Ulmer, Rainier, data, science, excited, resolution"
http://teacheratsea.files.wordpress.com/2011/09/whaley.jpg,"Well, here we are at the tail end of the year... see you in 2014!","""It was a sad day today watching the scientists pack up and box and tag the lab equipment and computers. As everyone bustled about, I spent some time hanging out for the last time on the bridge, in the galley, and in the fish lab thinking about my journey coming to its close...In the last three weeks, I have never laughed harder, worked more eagerly, or learned more with and from these incredible individuals who call this ship Home. As I quietly stood on the bridge watching the fast rescue boat dart off to the docks, I remembered the last time it was in the water watching carefully over us as we swam around the ship in our gumby suits. As we drove silently through the still waters to the city docks, we bade farewell to the animals that accompanied us on our trips – otters, eagles, puffins, and even sea lions gathered around to see us off to our homes and families. Or, they just so happened to be there looking for food and doing other instinctual things, but I do really think I saw an otter wave me goodbye."" - Staci DeSchryver",Spotting a whale fluke in the Gulf of Alaska at the end of the journey.,http://teacheratsea.wordpress.com/2011/09/19/staci-deschryver-a-front-row-seat-to-the-bottom-of-the-ocean-august-12-2011/,Staci DeSchryver,"Staci DeSchryver: A Front Row Seat to the Bottom of the Ocean, August 12, 2011",12/30/2013,"Staci, DeSchryver, whale, sunset, oscar, dyson, new year"
http://teacheratsea.files.wordpress.com/2013/07/puffers.jpg,"No, these aren't Christmas tree ornaments… they're pufferfish! Scientists sample adults (left) and juveniles (right) with different fishing gear.","""The Oregon II pulled into port Sunday morning after a successful 2 week leg of the summer groundfish survey. I still have some photos and videos I wanted to share, so I thought I’d put together one more blog post with some amazing and fun creatures we saw. Here are an adult puffer fish on the left from a groundfish trawl and a baby puffer from a plankton tow on the right."" - Sarah Boehm","""Adult puffer fish on the left from a groundfish trawl and a baby puffer from a plankton tow on the right.""",http://teacheratsea.wordpress.com/2013/07/15/sarah-boehm-home-again-july-10-2013/,Sarah Boehm,"Sarah Boehm: Home Again, July 10, 2013",12/23/2013,"Sarah, Boehm, pufferfish, sample, Oregon, Christmas, holiday"
http://teacheratsea.files.wordpress.com/2013/07/img_1496.jpg,"Most people look forward to the holidays, but NOAA scientists on hydro ships are looking FOR them-- so they can fill them in! This kind of ""holiday"" is a gap in the data.","""The launch [is] lowered into the water and driven away by the coxswain to their specific “polygon” or survey area for the day. Starting at one edge of the polygon, the coxswain drives in a straight a line to the other end of the polygon, making sure there is some overlap at the boundaries of the swaths. He/she then works back in the other direction, once again making sure there is some overlap with the adjacent swath. We call this “mowing the lawn,” or “painting the floor.” This photo shows Rosalind in front of the computers on the launch, checking for sonar quality (right screen) and observing the path of the ship, to make sure there are no gaps in the data, or “holidays”."" - Rosalind Echols","Rosalind in front of the computers on the launch, checking for sonar quality (right screen) and observing the path of the ship, to make sure there are no gaps in the data, or “holidays”.",http://teacheratsea.wordpress.com/2013/07/24/rosalind-echols-sound-off-from-noise-to-nautical-charts-july-22-2013/,Rosalind Echols,"Rosalind Echols: Sound Off! From Noise to Nautical Charts, July 22, 2013",12/16/2013,"Rosalind, Echols, Rainier, holiday, data, survey, hydro"
http://teacheratsea.files.wordpress.com/2012/07/turtle-steve.jpg,The Endangered Species Act has inspired some ingenious inventions to help protect endangered marine species while maintaining our fisheries. Do you know what this device is?,"""Earlier in the morning a group of four year olds visited and learned how a Turtle Excluder Device (TED) works. TED’s are required to be installed on shrimp nets. Before the advent of TED’s, when a sea turtle was caught in a shrimp net, it usually drowned before the net was hauled up. Now, when a sea turtle gets caught in a net, it travels through the net until it gets to the TED. The TED looks like bars on a jail cell. The smaller shrimp can pass through, but the sea turtle gets pushed up and out through an opening in the net."" - Steven Frantz",TAS Steven Frantz demonstrates how a Turtle Excluder Device allows larger animals to escape shrimp nets.,http://teacheratsea.wordpress.com/2012/07/26/steven-frantz-a-days-delay-july-26-2012/,Steven Frantz,"Steven Frantz: A Day's Delay, July 26, 2012",12/9/2013,"Steven, Frantz, Oregon, Pascagoula, TED, turtle, shrimp, excluder, ESA, endangered"
http://teacheratsea.files.wordpress.com/2012/05/dscn2715.jpg,It can be hard to grasp the actual size of a North Atlantic right whale...,"""As part of the 8th grade math classes, our 8th grade students created scaled drawings of the actual sizes of the whales that I hope to see on my trip. They started from small drawings to get the correct shape of each whale and them blew them up to their actual size. These were then drawn outside of our school for all to enjoy. We wanted the whole school to appreciate the size of the various whales that live in the Northern Atlantic Ocean. You don’t realize how big they are until you do something like this. This is the actual size of a North Atlantic Right Whale. Our whole 8th grade class fits inside!"" - Ellen O'Donnell","""This is the actual size of a North Atlantic Right Whale. Our whole 8th grade class fits inside!""",http://teacheratsea.wordpress.com/2012/05/11/ellen-odonnell-an-adventure-begins-may-13-2012/,Ellen O'Donnell,"Ellen O’Donnell: An Adventure Begins May 13, 2012",12/2/2013,"Ellen, O'Donnell, Delaware, whale, right whale, chalk, ESA, endangered"
http://teacheratsea.files.wordpress.com/2013/05/me-and-allsion.jpg,"This week we're thankful for all the NOAA scientists, officers, and crew who mentor our Teachers at Sea. Without them, our program would not be possible!","""I would like to take this opportunity to thank so many people! Thank you Allison Henry, my chief scientist, for all the lessons, the laughs, and the whales! Thank you to all the NOAA scientists on board, Dave, Jen, Beth, Samara and Eric. Thank you to all the WHOI scientists on board, Mark, Nadine, Lauren, Sarah, and Chris. Thank you to the NOAA Corps officers, the Captain and Crew aboard the NOAA Ship Gordon Gunter. Thank you to everyone in the NOAA Teacher at Sea office. Also I would like to thank all my blog followers, especially my Tecumseh Middle School 8th graders, and my family!"" - Angela Greene","""Thank you Allison Henry, my chief scientist, for all the lessons, the laughs, and the whales!""",http://teacheratsea.wordpress.com/2013/05/10/angela-greene-the-tale-of-my-whale-may-9-2013/,Sarah Fortune,"Angela Greene: “The Tale of My Whale” May 9, 2013",11/25/2013,"Angela, Greene, Allison, Henry, Gordon, Gunter, hug, thank, thanksgiving"
http://teacheratsea.files.wordpress.com/2013/11/100_0193.jpg,"2013 is the 40th anniversary of the Endangered Species Act, protecting animals like this Kemp's Ridley sea turtle.","""NOAA takes sea turtle bycatch very seriously. No sooner had the turtle been put on the deck did the science team spring into action to collect vital statistics and data about the turtle before returning it back to the Gulf safe and sound. The Kemp’s Ridley sea turtle (Lepidochelys kempi), like most sea turtles, is considered an endangered species. By collecting data about the sea turtles, NOAA scientists can continue to monitor the health of the population.Scientists worked the turtle up by collecting measurements (length and width) of the shell, and collecting a tissue sample in order to perform DNA analysis. An electronic tag was inserted under the skin, so that if the turtle is caught again it can be scanned and more data can be added to its file. This would allow scientists to determine migratory patterns and growth rates. Finally the turtle’s rear flippers were fitted with tags that, again, would allow scientists to monitor its movement, age and growth."" - Steven Wilkie","""Trained NOAA scientists measure the carapace length of our unexpected catch.Before being returned to the Gulf, the Kemp's Ridley is outfitted with two flipper tags.""",http://teacheratsea.wordpress.com/2011/07/03/steven-wilkie-june-30-2011/,Steven Wilkie,"Steven Wilkie: June 30, 2011",11/18/2013,"Steven, Wilkie, Oregon, sea turtle, Kemp's, endangered, measure, tag, ESA"
http://teacheratsea.files.wordpress.com/2013/09/khp5457.jpg,Happy Veterans Day to all our Veterans! And special recognition to all our NOAA Corps Officers and their families.,"""Tuesday was a beautiful morning and since leaving the dock we have had fair winds and following seas. To recap the start of the voyage: the ship and her crew pulled out of Newport at high tide on Monday with the families waving."" - Sepp Haukebo","""Family of the crew wishing us fair winds and following seas.""",http://teacheratsea.wordpress.com/2013/09/12/sepp-haukebo-ship-life-and-our-first-day-at-sea-september-10-2013/,Sepp Haukebo,"Sepp Haukebo: Ship Life and Our First Day at Sea, September 10, 2013",11/11/2013,"Sepp, Haukebo, Shimada, NOAA Corps, officers, veterans, crew"
http://teacheratsea.files.wordpress.com/2013/06/tax-1.jpg,Can you identify this coral specimen? Know how to use a dichotomous key?,"""Earlier this week, marine ecologist Dave Packer from NOAA’s National Marine Fisheries Service taught me how to use a dichotomous key for deep-sea corals. Corals are actually animals, even though many of them look plant-like in shape, so they belong in the Kingdom Animalia, the Phylum Cnidaria, and the Class Anthozoa. We began by discussing animals in the four Orders of deep-sea corals within the Anthozoa that are found off our northeastern coast: Scleractinia (stony corals), Antipatharia (black corals), Alcyonacea (soft corals and sea fans), and Pennatulacea (sea pens). Mr. Packer showed me a piece of coral that we would be “keying out.” By looking at the surface of it, we could tell it was a stony coral and belonged to the Order Scleractinia."" - Beverly Owens","""See if you can identify the characteristics that we examined on this coral.""",http://teacheratsea.wordpress.com/2013/06/23/beverly-owens-what-is-that-june-23-2013/,Beverly Owens,"Beverly Owens: What Is That? June 23, 2013",11/4/2013,"Beverly, Owens, Bigelow, coral, key, dichotomous, identify"
